age,account_type,transaction_type,merchant_category,amount,balance_before,balance_after,transaction_hour,location,device_type,payment_method,is_international,is_fraud,transaction_id,customer_id
47,Credit,Payment,Groceries,3.48,18680.9,18677.42,15,Mumbai,Web Browser,Wire Transfer,0,0,TXN_100204,CUST_10204
60,Checking,Payment,Electronics,14.32,22003.09,21988.77,8,Toronto,Web Browser,Debit Card,1,0,TXN_100122,CUST_10122
40,Credit,Payment,Retail,467.94,7889.5,7421.56,13,Singapore,Web Browser,Credit Card,0,1,TXN_100016,CUST_10016
32,Checking,Payment,Entertainment,27.43,22952.08,22924.65,23,Toronto,ATM,Credit Card,0,0,TXN_100383,CUST_10383
31,Checking,Withdrawal,Utilities,28.19,23743.8,23715.61,21,Mumbai,POS Terminal,Wire Transfer,1,0,TXN_100154,CUST_10154
71,Savings,Payment,Utilities,106.94,20471.92,20364.98,6,New York,POS Terminal,Debit Card,0,0,TXN_100359,CUST_10359
47,Savings,Deposit,Entertainment,55.68,14997.74,14942.06,12,London,ATM,Wire Transfer,1,0,TXN_100181,CUST_10181
64,Savings,Transfer,Retail,121.81,6283.34,6161.53,14,Singapore,Web Browser,UPI / Wallet,0,0,TXN_100375,CUST_10375
18,Savings,Deposit,Utilities,5.58,26025.4,26019.82,4,Singapore,ATM,Wire Transfer,0,0,TXN_100078,CUST_10078
25,Business,Deposit,Travel,7.73,27079.53,27071.8,12,London,Mobile App,Wire Transfer,0,0,TXN_100094,CUST_10094
29,Savings,Transfer,Electronics,62.88,23113.37,23050.49,15,Toronto,ATM,Credit Card,0,0,TXN_100382,CUST_10382
23,Credit,Withdrawal,Travel,182.75,9737.02,9554.27,12,Tokyo,ATM,Debit Card,0,0,TXN_100106,CUST_10106
64,Savings,Transfer,Electronics,4.16,20772.21,20918.05,4,London,Mobile App,UPI / Wallet,0,0,TXN_100388,CUST_10388
51,Checking,Withdrawal,Utilities,31.57,23578.98,23547.41,1,Mumbai,POS Terminal,UPI / Wallet,0,0,TXN_100084,CUST_10084
68,Savings,Transfer,Retail,71.63,22795.66,22724.03,2,London,Mobile App,UPI / Wallet,0,0,TXN_100480,CUST_10480
23,Checking,Transfer,Utilities,131.52,20564.82,20433.3,21,Tokyo,ATM,Debit Card,1,0,TXN_100202,CUST_10202
30,Business,Deposit,Electronics,131.7,23369.48,23237.78,17,Berlin,ATM,Wire Transfer,1,0,TXN_100274,CUST_10274
21,Credit,Payment,Retail,23.14,25575.16,25552.02,5,London,POS Terminal,Debit Card,0,0,TXN_100129,CUST_10129
27,Business,Payment,Groceries,8.57,26319.01,26310.44,9,Tokyo,Web Browser,Wire Transfer,1,0,TXN_100473,CUST_10473
25,Savings,Deposit,Entertainment,17.47,26096.43,26078.96,7,Berlin,POS Terminal,UPI / Wallet,0,1,TXN_100461,CUST_10461
69,Checking,Withdrawal,Electronics,11.57,26476.54,26464.97,15,Tokyo,Mobile App,UPI / Wallet,0,0,TXN_100330,CUST_10330
56,Checking,Deposit,Utilities,25.77,5563.27,5537.5,23,Tokyo,Web Browser,Debit Card,0,0,TXN_100010,CUST_10010
48,Checking,Withdrawal,Groceries,121.15,9717.19,9596.04,1,Singapore,Web Browser,UPI / Wallet,1,1,TXN_100171,CUST_10171
20,Checking,Withdrawal,Electronics,72.24,21702.64,21630.4,3,London,Mobile App,Credit Card,0,0,TXN_100165,CUST_10165
68,Savings,Deposit,Electronics,70.01,15844.58,15774.57,0,Tokyo,ATM,Debit Card,0,1,TXN_100484,CUST_10484
62,Savings,Payment,Retail,263.2,24751.8,24488.6,16,Toronto,Mobile App,Wire Transfer,0,0,TXN_100124,CUST_10124
70,Savings,Payment,Electronics,16.92,265.47,248.55,1,Tokyo,Web Browser,Debit Card,1,0,TXN_100088,CUST_10088
25,Savings,Payment,Groceries,5.81,16037.19,16031.38,11,New York,Mobile App,Debit Card,0,0,TXN_100225,CUST_10225
18,Checking,Transfer,Travel,201.66,17806.13,17604.47,1,New York,ATM,UPI / Wallet,0,0,TXN_100005,CUST_10005
70,Credit,Payment,Retail,23.71,27938.67,27914.96,11,London,ATM,Debit Card,0,1,TXN_100113,CUST_10113
22,Savings,Payment,Retail,219.8,8796.09,8576.29,14,Tokyo,ATM,UPI / Wallet,0,0,TXN_100138,CUST_10138
72,Business,Deposit,Retail,3.17,22113.56,22110.39,10,New York,ATM,Credit Card,0,1,TXN_100372,CUST_10372
34,Credit,Withdrawal,Utilities,166.67,9123.82,8957.15,13,Mumbai,Web Browser,Debit Card,0,1,TXN_100014,CUST_10014
23,Savings,Transfer,Electronics,58.28,20666.73,20608.45,1,Toronto,Mobile App,Credit Card,0,0,TXN_100047,CUST_10047
20,Savings,Payment,Electronics,93.78,16751.91,16658.13,14,New York,Mobile App,Wire Transfer,0,1,TXN_100093,CUST_10093
31,Savings,Payment,Groceries,113.6,6694.66,6581.06,16,Mumbai,POS Terminal,Credit Card,0,1,TXN_100336,CUST_10336
45,Savings,Deposit,Entertainment,11.15,21819.21,21958.06,1,New York,ATM,Debit Card,0,0,TXN_100464,CUST_10464
72,Credit,Payment,Retail,19.55,24195.16,24175.61,14,New York,Web Browser,Credit Card,0,0,TXN_100465,CUST_10465
39,Checking,Transfer,Groceries,0.42,14848.79,14848.37,2,Mumbai,Mobile App,UPI / Wallet,1,0,TXN_100380,CUST_10380
18,Savings,Transfer,Entertainment,48.69,25707.25,25658.56,3,Berlin,ATM,Credit Card,1,0,TXN_100471,CUST_10471
38,Savings,Transfer,Entertainment,23.92,27368.39,27344.47,16,Berlin,POS Terminal,UPI / Wallet,1,1,TXN_100485,CUST_10485
72,Checking,Payment,Retail,36.41,17167.63,17131.22,19,Berlin,POS Terminal,UPI / Wallet,0,0,TXN_100495,CUST_10495
59,Credit,Deposit,Entertainment,38.45,12269.89,12231.44,11,London,ATM,Wire Transfer,0,1,TXN_100348,CUST_10348
74,Business,Transfer,Retail,32.75,19271.76,19239.01,15,London,Web Browser,Credit Card,0,0,TXN_100409,CUST_10409
18,Credit,Transfer,Retail,373.68,27112.06,26738.38,6,New York,Web Browser,Debit Card,0,0,TXN_100294,CUST_10294
18,Checking,Transfer,Travel,288.94,12176.02,11887.08,3,Toronto,Web Browser,Wire Transfer,0,0,TXN_100416,CUST_10416
45,Credit,Deposit,Electronics,103.89,21034.74,20930.85,22,London,ATM,Debit Card,0,0,TXN_100444,CUST_10444
18,Checking,Withdrawal,Entertainment,460.86,22313.62,21852.76,1,Singapore,Mobile App,Credit Card,0,0,TXN_100044,CUST_10044
73,Savings,Payment,Utilities,315.48,14200.04,13884.56,13,Tokyo,Mobile App,Debit Card,0,0,TXN_100192,CUST_10192
37,Credit,Transfer,Electronics,414.62,28194.99,27780.37,19,Singapore,POS Terminal,Credit Card,0,0,TXN_100378,CUST_10378
18,Business,Transfer,Utilities,203.99,18374.37,18170.38,2,New York,Mobile App,Wire Transfer,0,1,TXN_100058,CUST_10058
41,Savings,Payment,Groceries,13.73,22909.49,22895.76,18,Toronto,Mobile App,Credit Card,1,0,TXN_100395,CUST_10395
27,Savings,Withdrawal,Utilities,0.55,18705.38,18704.83,1,London,Mobile App,Debit Card,0,1,TXN_100234,CUST_10234
57,Savings,Payment,Entertainment,18.81,24116.37,24247.56,23,Berlin,Mobile App,UPI / Wallet,1,0,TXN_100214,CUST_10214
42,Savings,Transfer,Groceries,1.75,17681.35,17679.6,10,Mumbai,Mobile App,Debit Card,0,0,TXN_100254,CUST_10254
36,Savings,Transfer,Retail,14.21,20794.36,20780.15,23,Tokyo,POS Terminal,Wire Transfer,1,0,TXN_100160,CUST_10160
70,Savings,Payment,Utilities,14.34,6026.02,6011.68,3,New York,Web Browser,UPI / Wallet,0,0,TXN_100299,CUST_10299
24,Savings,Transfer,Entertainment,12.35,21740.72,21728.37,18,Toronto,Web Browser,Wire Transfer,0,0,TXN_100083,CUST_10083
62,Checking,Withdrawal,Entertainment,19.66,26569.12,26549.46,22,Berlin,ATM,UPI / Wallet,0,0,TXN_100174,CUST_10174
18,Business,Payment,Electronics,283.44,25224.61,24941.17,4,Mumbai,Mobile App,Debit Card,1,0,TXN_100216,CUST_10216
68,Checking,Transfer,Retail,49.29,21670.1,21620.81,21,London,Web Browser,Wire Transfer,0,0,TXN_100177,CUST_10177
20,Credit,Transfer,Entertainment,29.51,19709.12,19679.61,14,Mumbai,Web Browser,Wire Transfer,0,0,TXN_100230,CUST_10230
56,Savings,Withdrawal,Retail,122.66,1718.71,1596.05,18,Mumbai,Mobile App,Debit Card,0,1,TXN_100303,CUST_10303
52,Credit,Payment,Entertainment,1.31,21984.28,21982.97,17,Toronto,ATM,Debit Card,0,0,TXN_100282,CUST_10282
43,Credit,Payment,Electronics,26.66,24961.1,24934.44,10,Toronto,Mobile App,Debit Card,0,0,TXN_100479,CUST_10479
33,Credit,Withdrawal,Electronics,48.72,7875.06,7826.34,17,Tokyo,ATM,Debit Card,1,0,TXN_100110,CUST_10110
78,Savings,Withdrawal,Utilities,64.86,25387.49,25322.63,10,Tokyo,ATM,UPI / Wallet,0,0,TXN_100099,CUST_10099
33,Savings,Transfer,Electronics,5.14,12963.46,12958.32,19,Toronto,Web Browser,Debit Card,0,0,TXN_100056,CUST_10056
21,Credit,Transfer,Electronics,65.91,26660.33,26594.42,4,Singapore,Mobile App,UPI / Wallet,0,0,TXN_100364,CUST_10364
42,Credit,Transfer,Travel,66.81,26616.77,26699.96,2,Mumbai,ATM,Wire Transfer,0,0,TXN_100477,CUST_10477
29,Checking,Transfer,Retail,10.82,24681.04,24670.22,7,Singapore,POS Terminal,Credit Card,0,0,TXN_100091,CUST_10091
25,Savings,Transfer,Retail,26.12,21179.15,21153.03,12,New York,Mobile App,Debit Card,0,0,TXN_100318,CUST_10318
31,Checking,Withdrawal,Travel,71.86,14427.13,14355.27,14,Berlin,ATM,Debit Card,0,0,TXN_100188,CUST_10188
49,Business,Deposit,Electronics,32.89,23916.75,23883.86,23,London,Web Browser,UPI / Wallet,0,0,TXN_100288,CUST_10288
27,Business,Withdrawal,Electronics,141.03,22252.24,22111.21,22,Toronto,Web Browser,Debit Card,1,0,TXN_100467,CUST_10467
27,Credit,Deposit,Utilities,373.21,25762.02,25388.81,2,Singapore,Mobile App,UPI / Wallet,0,0,TXN_100006,CUST_10006
23,Savings,Transfer,Travel,115.49,23564.05,23448.56,3,Toronto,POS Terminal,Wire Transfer,0,0,TXN_100223,CUST_10223
25,Savings,Payment,Travel,19.13,4525.67,4506.54,1,Tokyo,Web Browser,Debit Card,0,0,TXN_100041,CUST_10041
48,Checking,Transfer,Travel,42.86,24661.23,24618.37,9,Berlin,Mobile App,Debit Card,0,0,TXN_100013,CUST_10013
42,Checking,Payment,Travel,77.14,14423.95,14346.81,7,Toronto,ATM,Debit Card,0,0,TXN_100406,CUST_10406
33,Checking,Transfer,Travel,400.86,25790.6,25389.74,15,New York,Mobile App,UPI / Wallet,1,0,TXN_100442,CUST_10442
47,Credit,Deposit,Retail,134.17,23158.81,23024.64,23,Tokyo,Mobile App,UPI / Wallet,1,0,TXN_100090,CUST_10090
27,Credit,Transfer,Groceries,182.79,7759.28,7576.49,7,Tokyo,Mobile App,UPI / Wallet,0,0,TXN_100324,CUST_10324
75,Checking,Payment,Utilities,6.71,18880.7,18873.99,10,Mumbai,Web Browser,Credit Card,1,0,TXN_100361,CUST_10361
29,Checking,Transfer,Groceries,20.5,21673.79,21653.29,13,London,Web Browser,Debit Card,0,1,TXN_100218,CUST_10218
37,Savings,Withdrawal,Retail,12.65,26393.88,26381.23,2,Toronto,Mobile App,Credit Card,0,0,TXN_100229,CUST_10229
30,Savings,Transfer,Retail,62.88,4857.25,4794.37,10,Mumbai,Web Browser,Wire Transfer,1,0,TXN_100238,CUST_10238
56,Checking,Transfer,Electronics,14.55,19137.79,19123.24,4,Mumbai,ATM,Wire Transfer,1,1,TXN_100437,CUST_10437
73,Checking,Transfer,Retail,433.64,26455.22,26021.58,0,Berlin,Mobile App,Debit Card,0,0,TXN_100156,CUST_10156
55,Credit,Withdrawal,Entertainment,9.26,22572.1,22562.84,22,Toronto,Mobile App,Debit Card,0,0,TXN_100340,CUST_10340
34,Savings,Transfer,Travel,0.39,18773.76,18773.37,13,New York,POS Terminal,Debit Card,0,1,TXN_100104,CUST_10104
71,Credit,Payment,Groceries,8.86,5904.93,5896.07,20,Singapore,POS Terminal,Wire Transfer,0,0,TXN_100438,CUST_10438
22,Savings,Payment,Groceries,98.86,24745.51,24646.65,8,Toronto,ATM,Wire Transfer,0,0,TXN_100250,CUST_10250
68,Credit,Withdrawal,Retail,84.99,10701.94,10616.95,16,Toronto,Mobile App,Debit Card,0,0,TXN_100373,CUST_10373
19,Savings,Transfer,Travel,69.12,25108.64,25039.52,15,New York,Mobile App,Credit Card,0,0,TXN_100332,CUST_10332
65,Credit,Payment,Groceries,229.01,20205.47,19976.46,7,New York,Mobile App,Debit Card,1,0,TXN_100331,CUST_10331
46,Savings,Payment,Electronics,728.81,17058.93,16330.12,10,London,Web Browser,Debit Card,0,0,TXN_100245,CUST_10245
33,Checking,Transfer,Retail,40.08,12650.88,12610.8,21,Berlin,ATM,Wire Transfer,0,0,TXN_100469,CUST_10469
27,Credit,Payment,Travel,46.18,24077.9,24031.72,18,Mumbai,Mobile App,Debit Card,1,1,TXN_100342,CUST_10342
28,Savings,Deposit,Groceries,25.95,24077.17,24051.22,4,Berlin,ATM,Debit Card,1,0,TXN_100356,CUST_10356
23,Checking,Payment,Retail,141.92,18366.07,18224.15,5,Toronto,POS Terminal,UPI / Wallet,0,0,TXN_100119,CUST_10119
32,Credit,Transfer,Entertainment,37.92,17915.0,17877.08,9,Toronto,Mobile App,UPI / Wallet,0,0,TXN_100070,CUST_10070
41,Savings,Transfer,Electronics,176.08,20063.18,19887.1,5,New York,Mobile App,Debit Card,0,0,TXN_100227,CUST_10227
80,Savings,Transfer,Groceries,6.42,26829.29,26822.87,6,Tokyo,Web Browser,Debit Card,0,0,TXN_100319,CUST_10319
45,Savings,Transfer,Groceries,62.35,22643.38,22581.03,10,London,Web Browser,Debit Card,0,0,TXN_100397,CUST_10397
23,Business,Transfer,Groceries,41.46,7786.76,7745.3,15,Tokyo,ATM,Debit Card,0,0,TXN_100053,CUST_10053
24,Credit,Transfer,Utilities,34.69,20133.61,20098.92,9,Toronto,ATM,Wire Transfer,0,0,TXN_100354,CUST_10354
36,Credit,Payment,Groceries,28.19,26987.9,26959.71,15,Toronto,Mobile App,Credit Card,0,0,TXN_100054,CUST_10054
23,Checking,Payment,Retail,3.46,16365.11,16511.65,20,London,ATM,Debit Card,1,0,TXN_100144,CUST_10144
26,Checking,Transfer,Groceries,285.65,2809.55,2523.9,4,Toronto,ATM,Wire Transfer,0,0,TXN_100265,CUST_10265
18,Business,Transfer,Electronics,29.06,25444.51,25415.45,14,London,POS Terminal,Credit Card,0,0,TXN_100408,CUST_10408
35,Credit,Deposit,Entertainment,23.75,21521.15,21497.4,13,London,POS Terminal,Debit Card,0,0,TXN_100133,CUST_10133
47,Savings,Transfer,Groceries,117.26,25795.09,25677.83,2,Tokyo,Mobile App,Debit Card,1,0,TXN_100019,CUST_10019
40,Savings,Transfer,Travel,35.48,8017.78,7982.3,15,London,POS Terminal,UPI / Wallet,0,0,TXN_100137,CUST_10137
38,Savings,Payment,Travel,14.65,12264.22,12249.57,4,Tokyo,ATM,Wire Transfer,1,1,TXN_100360,CUST_10360
47,Savings,Transfer,Travel,15.02,12041.58,12026.56,10,New York,Mobile App,Wire Transfer,0,0,TXN_100046,CUST_10046
25,Savings,Payment,Groceries,7.12,8849.56,8842.44,1,New York,Web Browser,Wire Transfer,0,0,TXN_100061,CUST_10061
21,Checking,Transfer,Electronics,18.79,15135.43,15116.64,9,Singapore,Web Browser,Debit Card,0,0,TXN_100270,CUST_10270
77,Savings,Payment,Utilities,83.84,22341.85,22258.01,12,Tokyo,Web Browser,Wire Transfer,0,0,TXN_100427,CUST_10427
21,Credit,Deposit,Entertainment,21.49,12571.74,12700.25,8,Mumbai,ATM,Debit Card,0,1,TXN_100327,CUST_10327
66,Savings,Transfer,Entertainment,62.82,5704.16,5641.34,3,Tokyo,POS Terminal,Credit Card,0,0,TXN_100135,CUST_10135
47,Credit,Payment,Travel,105.56,11733.78,11628.22,16,Mumbai,Web Browser,Wire Transfer,0,1,TXN_100117,CUST_10117
49,Business,Transfer,Utilities,89.51,21673.55,21584.04,20,New York,ATM,Debit Card,1,0,TXN_100291,CUST_10291
18,Savings,Deposit,Travel,112.53,24868.07,24755.54,12,London,POS Terminal,Debit Card,0,1,TXN_100131,CUST_10131
64,Business,Transfer,Retail,95.0,5614.52,5519.52,10,London,POS Terminal,UPI / Wallet,1,0,TXN_100168,CUST_10168
18,Checking,Transfer,Entertainment,111.17,16577.06,16465.89,7,Mumbai,POS Terminal,Debit Card,0,0,TXN_100276,CUST_10276
59,Savings,Transfer,Utilities,479.7,19712.13,19232.43,19,London,Mobile App,Debit Card,1,0,TXN_100478,CUST_10478
29,Savings,Payment,Entertainment,43.72,26704.29,26660.57,23,Berlin,POS Terminal,Credit Card,0,0,TXN_100402,CUST_10402
30,Checking,Payment,Electronics,84.98,19856.34,19771.36,5,Berlin,POS Terminal,Debit Card,0,0,TXN_100476,CUST_10476
39,Savings,Withdrawal,Entertainment,48.98,18195.29,18146.31,10,New York,Mobile App,Debit Card,0,0,TXN_100414,CUST_10414
69,Checking,Payment,Retail,44.69,24120.22,24075.53,10,Toronto,ATM,Debit Card,1,0,TXN_100289,CUST_10289
35,Credit,Payment,Retail,131.25,14836.33,14855.08,14,Berlin,POS Terminal,UPI / Wallet,0,0,TXN_100458,CUST_10458
60,Savings,Payment,Retail,244.05,17298.93,17054.88,15,Mumbai,Mobile App,Credit Card,0,0,TXN_100314,CUST_10314
19,Checking,Deposit,Entertainment,4.44,19556.9,19552.46,11,Tokyo,Web Browser,Wire Transfer,0,1,TXN_100428,CUST_10428
75,Checking,Transfer,Retail,137.55,16642.77,16505.22,4,Tokyo,POS Terminal,Wire Transfer,0,0,TXN_100492,CUST_10492
51,Savings,Payment,Utilities,25.29,11860.35,11835.06,15,Toronto,Web Browser,Wire Transfer,0,0,TXN_100103,CUST_10103
31,Savings,Transfer,Groceries,32.42,23931.94,23899.52,4,Berlin,Mobile App,Wire Transfer,0,0,TXN_100398,CUST_10398
22,Credit,Transfer,Electronics,48.85,17352.36,17303.51,19,Singapore,Web Browser,Credit Card,0,0,TXN_100166,CUST_10166
35,Credit,Payment,Utilities,35.3,14539.55,14504.25,8,Singapore,ATM,Credit Card,0,1,TXN_100086,CUST_10086
44,Savings,Transfer,Utilities,17.86,23366.91,23349.05,3,Mumbai,ATM,Debit Card,0,0,TXN_100087,CUST_10087
19,Savings,Withdrawal,Entertainment,15.11,23449.49,23434.38,12,Mumbai,ATM,UPI / Wallet,0,0,TXN_100286,CUST_10286
33,Savings,Transfer,Electronics,38.22,15846.67,15808.45,3,Mumbai,POS Terminal,Wire Transfer,0,0,TXN_100488,CUST_10488
18,Credit,Withdrawal,Entertainment,332.54,6258.69,6076.15,15,Mumbai,ATM,Debit Card,0,1,TXN_100489,CUST_10489
68,Checking,Deposit,Utilities,18.95,22422.83,22403.88,20,Toronto,POS Terminal,UPI / Wallet,0,0,TXN_100224,CUST_10224
40,Checking,Withdrawal,Groceries,2.8,27040.36,27037.56,1,Toronto,POS Terminal,Wire Transfer,1,0,TXN_100207,CUST_10207
42,Credit,Payment,Retail,59.1,20617.24,20558.14,19,Mumbai,POS Terminal,Credit Card,0,1,TXN_100374,CUST_10374
27,Checking,Payment,Entertainment,170.35,23507.49,23337.14,7,New York,Web Browser,Debit Card,0,0,TXN_100401,CUST_10401
47,Savings,Transfer,Retail,25.21,7572.36,7547.15,17,Tokyo,Web Browser,Wire Transfer,0,0,TXN_100450,CUST_10450
37,Credit,Payment,Travel,64.9,27400.72,27335.82,21,Toronto,Mobile App,Credit Card,0,0,TXN_100486,CUST_10486
18,Savings,Transfer,Retail,3.4,23197.83,23194.43,17,New York,POS Terminal,UPI / Wallet,0,0,TXN_100298,CUST_10298
51,Checking,Withdrawal,Retail,37.12,24279.0,24241.88,10,London,ATM,Wire Transfer,0,0,TXN_100095,CUST_10095
37,Credit,Transfer,Retail,2.05,17120.62,17118.57,13,Berlin,Web Browser,Debit Card,0,0,TXN_100169,CUST_10169
45,Savings,Payment,Retail,148.27,24677.26,24678.99,21,Toronto,Mobile App,UPI / Wallet,0,0,TXN_100007,CUST_10007
69,Checking,Payment,Travel,303.56,25473.74,25170.18,11,Tokyo,ATM,Debit Card,0,0,TXN_100387,CUST_10387
74,Savings,Transfer,Retail,142.22,26234.5,26092.28,23,Mumbai,Web Browser,Wire Transfer,0,0,TXN_100020,CUST_10020
25,Checking,Transfer,Groceries,10.73,20638.85,20628.12,13,Mumbai,ATM,UPI / Wallet,0,0,TXN_100184,CUST_10184
34,Savings,Transfer,Groceries,352.46,10389.77,10037.31,0,Toronto,Mobile App,Debit Card,1,0,TXN_100118,CUST_10118
60,Checking,Transfer,Groceries,21.46,26007.07,25985.61,19,Berlin,POS Terminal,Debit Card,0,0,TXN_100338,CUST_10338
38,Checking,Payment,Retail,140.18,24552.29,24412.11,22,London,POS Terminal,Credit Card,0,0,TXN_100035,CUST_10035
18,Savings,Withdrawal,Travel,127.09,27679.86,27552.77,12,Mumbai,POS Terminal,Debit Card,0,0,TXN_100429,CUST_10429
27,Checking,Payment,Entertainment,16.15,7430.32,7414.17,13,Berlin,Mobile App,Debit Card,0,0,TXN_100004,CUST_10004
29,Savings,Payment,Travel,39.57,24606.79,24567.22,18,Berlin,ATM,Credit Card,1,0,TXN_100306,CUST_10306
76,Business,Transfer,Retail,18.62,14308.67,14290.05,23,London,Web Browser,Credit Card,0,0,TXN_100029,CUST_10029
64,Checking,Withdrawal,Travel,368.82,26438.35,26069.53,9,Mumbai,Mobile App,Debit Card,0,0,TXN_100172,CUST_10172
39,Checking,Payment,Electronics,93.25,14457.73,14364.48,17,Tokyo,POS Terminal,Debit Card,0,1,TXN_100155,CUST_10155
55,Credit,Deposit,Electronics,38.09,23036.17,22998.08,21,Berlin,ATM,Debit Card,0,0,TXN_100376,CUST_10376
39,Credit,Transfer,Groceries,11.55,26072.11,26060.56,9,Tokyo,Mobile App,Debit Card,0,0,TXN_100205,CUST_10205
63,Checking,Transfer,Entertainment,182.5,15939.35,15756.85,17,Singapore,Web Browser,Wire Transfer,0,0,TXN_100183,CUST_10183
33,Savings,Payment,Groceries,32.09,23295.65,23263.56,6,Tokyo,ATM,UPI / Wallet,0,0,TXN_100049,CUST_10049
37,Checking,Transfer,Electronics,4.22,12563.09,12558.87,10,Berlin,POS Terminal,Debit Card,1,0,TXN_100271,CUST_10271
31,Checking,Deposit,Travel,27.14,18938.97,18911.83,16,Berlin,POS Terminal,Wire Transfer,1,0,TXN_100195,CUST_10195
65,Savings,Payment,Retail,20.61,22671.11,22650.5,3,New York,ATM,Credit Card,0,0,TXN_100128,CUST_10128
54,Checking,Deposit,Retail,34.66,26772.3,26737.64,22,London,Mobile App,UPI / Wallet,0,0,TXN_100136,CUST_10136
68,Savings,Payment,Retail,28.99,5996.87,5967.88,16,Mumbai,ATM,Credit Card,0,0,TXN_100050,CUST_10050
30,Credit,Withdrawal,Retail,93.39,20426.26,20332.87,18,New York,ATM,Wire Transfer,0,0,TXN_100116,CUST_10116
57,Checking,Deposit,Retail,208.97,24021.3,23812.33,2,Berlin,Web Browser,Credit Card,0,0,TXN_100026,CUST_10026
26,Savings,Payment,Retail,18.46,21878.28,21859.82,21,Tokyo,Mobile App,Wire Transfer,0,0,TXN_100346,CUST_10346
18,Credit,Withdrawal,Entertainment,27.88,5684.18,5656.3,14,Mumbai,POS Terminal,Wire Transfer,0,0,TXN_100284,CUST_10284
70,Savings,Payment,Electronics,108.74,27036.24,26927.5,20,Toronto,Web Browser,Wire Transfer,0,0,TXN_100422,CUST_10422
69,Savings,Transfer,Utilities,16.54,5303.12,5286.58,4,Mumbai,Web Browser,Credit Card,0,0,TXN_100279,CUST_10279
76,Checking,Deposit,Retail,59.14,21046.08,20986.94,7,Mumbai,POS Terminal,Debit Card,1,0,TXN_100037,CUST_10037
49,Checking,Transfer,Travel,100.01,24820.68,24870.67,5,Berlin,ATM,Debit Card,0,0,TXN_100321,CUST_10321
37,Savings,Payment,Groceries,3.92,15929.67,15925.75,20,Mumbai,ATM,Credit Card,0,0,TXN_100030,CUST_10030
42,Checking,Payment,Entertainment,86.39,23331.75,23245.36,5,Berlin,ATM,UPI / Wallet,1,0,TXN_100089,CUST_10089
25,Savings,Payment,Retail,13.79,5632.83,5619.04,22,Tokyo,POS Terminal,UPI / Wallet,0,0,TXN_100400,CUST_10400
74,Savings,Deposit,Retail,3.76,15907.9,15904.14,3,New York,ATM,Credit Card,1,0,TXN_100283,CUST_10283
49,Business,Payment,Groceries,396.92,14009.1,13612.18,0,Singapore,POS Terminal,Debit Card,1,0,TXN_100498,CUST_10498
64,Savings,Deposit,Travel,6.35,22874.67,22868.32,17,London,Mobile App,Wire Transfer,1,0,TXN_100185,CUST_10185
26,Savings,Withdrawal,Electronics,42.42,7945.49,7903.07,22,Berlin,Mobile App,Debit Card,0,0,TXN_100433,CUST_10433
48,Checking,Withdrawal,Electronics,77.12,19434.1,19356.98,13,Berlin,POS Terminal,UPI / Wallet,0,0,TXN_100355,CUST_10355
58,Credit,Transfer,Retail,143.94,23530.52,23386.58,17,Berlin,POS Terminal,Credit Card,0,0,TXN_100182,CUST_10182
60,Savings,Deposit,Groceries,11.16,17363.98,17352.82,3,Toronto,Web Browser,Debit Card,0,0,TXN_100052,CUST_10052
